,system,doc,doc_id,seg_id,src,mt,ref,mqm,score,zscore
6843,metricsystem4,tedtalk-6,42,-1,"This is a plant here that insects in South Africa just love, and they've evolved with a long proboscis to get the nectar at the bottom.","Это растение здесь, которое насекомые в Южной Африке просто любят, и они развились с длинным хоботком, чтобы получить нектар на дне.","Вот это растение, которое обожают насекомые в Южной Африке. В процессе эволюции они приобрели длинный хоботок, чтобы доставать нектар со дна.",76.19047619047619,-5.0,-0.5163134154910328
6844,metricsystem5,tedtalk-6,42,-1,"This is a plant here that insects in South Africa just love, and they've evolved with a long proboscis to get the nectar at the bottom.","Это растение здесь, которое насекомые в Южной Африке просто любят, и они эволюционировали с длинным хоботком, чтобы получить нектар на дне.","Вот это растение, которое обожают насекомые в Южной Африке. В процессе эволюции они приобрели длинный хоботок, чтобы доставать нектар со дна.",76.19047619047619,-5.0,-0.5163134154910328
6845,ref.A,tedtalk-6,42,-1,"This is a plant here that insects in South Africa just love, and they've evolved with a long proboscis to get the nectar at the bottom.","Вот это растение, которое обожают насекомые в Южной Африке. В процессе эволюции они приобрели длинный хоботок, чтобы доставать нектар со дна.","Вот это растение, которое обожают насекомые в Южной Африке. В процессе эволюции они приобрели длинный хоботок, чтобы доставать нектар со дна.",100.0,-0.0,0.5853621699123431
6846,Online-W,tedtalk-6,42,-1,"This is a plant here that insects in South Africa just love, and they've evolved with a long proboscis to get the nectar at the bottom.","Вот растение, которое очень любят насекомые в Южной Африке, и у них развился длинный хоботок, чтобы доставать нектар снизу.","Вот это растение, которое обожают насекомые в Южной Африке. В процессе эволюции они приобрели длинный хоботок, чтобы доставать нектар со дна.",100.0,-0.0,0.5853621699123431
6847,Facebook-AI,tedtalk-6,42,-1,"This is a plant here that insects in South Africa just love, and they've evolved with a long proboscis to get the nectar at the bottom.","Это растение, которое насекомые в Южной Африке просто обожают, и они эволюционировали с длинным хоботком, чтобы получить нектар на дне.","Вот это растение, которое обожают насекомые в Южной Африке. В процессе эволюции они приобрели длинный хоботок, чтобы доставать нектар со дна.",100.0,-0.0,0.5853621699123431
6848,Online-B,tedtalk-6,42,-1,"This is a plant here that insects in South Africa just love, and they've evolved with a long proboscis to get the nectar at the bottom.","Это растение здесь очень любят насекомые в Южной Африке, и они эволюционировали с длинным хоботком, чтобы получить нектар внизу.","Вот это растение, которое обожают насекомые в Южной Африке. В процессе эволюции они приобрели длинный хоботок, чтобы доставать нектар со дна.",100.0,-0.0,0.5853621699123431
6849,Online-G,tedtalk-6,42,-1,"This is a plant here that insects in South Africa just love, and they've evolved with a long proboscis to get the nectar at the bottom.","Это растение здесь, которое насекомые в Южной Африке просто обожают, и они эволюционировали с длинным хоботком, чтобы получить нектар на дне.","Вот это растение, которое обожают насекомые в Южной Африке. В процессе эволюции они приобрели длинный хоботок, чтобы доставать нектар со дна.",100.0,-0.0,0.5853621699123431
6850,Nemo,tedtalk-6,42,-1,"This is a plant here that insects in South Africa just love, and they've evolved with a long proboscis to get the nectar at the bottom.","Это растение здесь, которое насекомые в Южной Африке просто любят, и они эволюционировали с длинным хоботком, чтобы получить нектар на дне.","Вот это растение, которое обожают насекомые в Южной Африке. В процессе эволюции они приобрели длинный хоботок, чтобы доставать нектар со дна.",100.0,-0.0,0.5853621699123431
6851,Online-A,tedtalk-6,42,-1,"This is a plant here that insects in South Africa just love, and they've evolved with a long proboscis to get the nectar at the bottom.","Это растение здесь, которое насекомые в Южной Африке просто любят, и они эволюционировали с длинным воношным, чтобы получить нектар на дне.","Вот это растение, которое обожают насекомые в Южной Африке. В процессе эволюции они приобрели длинный хоботок, чтобы доставать нектар со дна.",76.19047619047619,-5.0,-0.5163134154910328
6852,Manifold,tedtalk-6,42,-1,"This is a plant here that insects in South Africa just love, and they've evolved with a long proboscis to get the nectar at the bottom.","Это растение здесь, которое насекомые в Южной Африке просто любят, и они эволюционировали с длинным хоботком, чтобы получить нектар на дне.","Вот это растение, которое обожают насекомые в Южной Африке. В процессе эволюции они приобрели длинный хоботок, чтобы доставать нектар со дна.",100.0,-0.0,0.5853621699123431
6853,NiuTrans,tedtalk-6,42,-1,"This is a plant here that insects in South Africa just love, and they've evolved with a long proboscis to get the nectar at the bottom.","Это растение здесь, которое насекомые в Южной Африке просто любят, и они эволюционировали с длинным хоботком, чтобы получить нектар на дне.","Вот это растение, которое обожают насекомые в Южной Африке. В процессе эволюции они приобрели длинный хоботок, чтобы доставать нектар со дна.",100.0,-0.0,0.5853621699123431
6854,Online-Y,tedtalk-6,42,-1,"This is a plant here that insects in South Africa just love, and they've evolved with a long proboscis to get the nectar at the bottom.","Это растение, которое насекомые в Южной Африке просто любят, и они развились с длинным хоботком, чтобы получить нектар внизу.","Вот это растение, которое обожают насекомые в Южной Африке. В процессе эволюции они приобрели длинный хоботок, чтобы доставать нектар со дна.",73.6842105263158,-5.0,-0.5163134154910328
6855,metricsystem1,tedtalk-6,43,-1,And this is the mimic.,А это мимика.,А это — подражание.,-66.66666666666669,-5.0,-0.5163134154910328
6856,metricsystem2,tedtalk-6,43,-1,And this is the mimic.,А это мимик.,А это — подражание.,-66.66666666666669,-5.0,-0.5163134154910328
6857,metricsystem3,tedtalk-6,43,-1,And this is the mimic.,И это подражание.,А это — подражание.,-66.66666666666669,-0.1,0.5633286582042756
6858,metricsystem4,tedtalk-6,43,-1,And this is the mimic.,А это мимика.,А это — подражание.,-233.33333333333337,-5.1,-0.5383469271991003
6859,metricsystem5,tedtalk-6,43,-1,And this is the mimic.,И это мимик.,А это — подражание.,-66.66666666666669,-5.0,-0.5163134154910328
6860,ref.A,tedtalk-6,43,-1,And this is the mimic.,А это — подражание.,А это — подражание.,100.0,-0.0,0.5853621699123431
6861,Online-W,tedtalk-6,43,-1,And this is the mimic.,А это - мимикрия.,А это — подражание.,100.0,-0.0,0.5853621699123431
6862,Facebook-AI,tedtalk-6,43,-1,And this is the mimic.,А это - мимика.,А это — подражание.,-66.66666666666669,-5.0,-0.5163134154910328
6863,Online-B,tedtalk-6,43,-1,And this is the mimic.,А это мимик.,А это — подражание.,-66.66666666666669,-5.0,-0.5163134154910328
6864,Online-G,tedtalk-6,43,-1,And this is the mimic.,А это мимикрия.,А это — подражание.,-66.66666666666669,-5.0,-0.5163134154910328
6865,Nemo,tedtalk-6,43,-1,And this is the mimic.,И это мимика.,А это — подражание.,-100.0,-6.0,-0.736648532571708
6866,Online-A,tedtalk-6,43,-1,And this is the mimic.,И это мимика.,А это — подражание.,-66.66666666666669,-5.0,-0.5163134154910328
6867,Manifold,tedtalk-6,43,-1,And this is the mimic.,И это мимика.,А это — подражание.,-233.33333333333337,-10.0,-1.617989000894409
6868,NiuTrans,tedtalk-6,43,-1,And this is the mimic.,И это мимика.,А это — подражание.,-100.0,-6.0,-0.736648532571708
6869,Online-Y,tedtalk-6,43,-1,And this is the mimic.,И это и есть мимика.,А это — подражание.,-100.0,-10.0,-1.617989000894409
6870,metricsystem1,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,"Итак, это растение, имитирующее первое растение.",Это растение подражает предыдущему.,100.0,-0.0,0.5853621699123431
6871,metricsystem2,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,"Итак, это растение имитирует первое растение.",Это растение подражает предыдущему.,100.0,-0.0,0.5853621699123431
6872,metricsystem3,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,"Так что это растение, которое имитирует первое растение.",Это растение подражает предыдущему.,37.5,-5.0,-0.5163134154910328
6873,metricsystem4,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,"Так что это растение, которое имитирует первое растение.",Это растение подражает предыдущему.,-25.0,-10.0,-1.617989000894409
6874,metricsystem5,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,"Итак, это растение, которое имитирует первое растение.",Это растение подражает предыдущему.,100.0,-0.0,0.5853621699123431
6875,ref.A,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,Это растение подражает предыдущему.,Это растение подражает предыдущему.,100.0,-0.0,0.5853621699123431
6876,Online-W,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,Это растение подражает первому растению.,Это растение подражает предыдущему.,100.0,-0.0,0.5853621699123431
6877,Facebook-AI,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,"Итак, это растение, которое имитирует первое растение.",Это растение подражает предыдущему.,100.0,-0.0,0.5853621699123431
6878,Online-B,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,"Итак, это растение имитирует первое растение.",Это растение подражает предыдущему.,100.0,-0.0,0.5853621699123431
6879,Online-G,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,"Итак, это растение имитирует первое растение.",Это растение подражает предыдущему.,100.0,-0.0,0.5853621699123431
6880,Nemo,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,"Так что это растение, которое имитирует первое растение.",Это растение подражает предыдущему.,100.0,-0.0,0.5853621699123431
6881,Online-A,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,"Так что это растение, которое имитирует первое растение.",Это растение подражает предыдущему.,37.5,-5.0,-0.5163134154910328
6882,Manifold,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,"Так что это растение, которое имитирует первое растение.",Это растение подражает предыдущему.,37.5,-5.0,-0.5163134154910328
6883,NiuTrans,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,"Так что это растение, которое имитирует первое растение.",Это растение подражает предыдущему.,37.5,-5.0,-0.5163134154910328
6884,Online-Y,tedtalk-6,44,-1,So this is a plant that is mimicking the first plant.,"Это растение, имитирующее первое растение.",Это растение подражает предыдущему.,100.0,-0.0,0.5853621699123431
6885,metricsystem1,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","А вот длиннохвостая муха, не получившая от мимика нектара, потому что мимика не дает ей нектара, думала, что добудет.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",-10.5263157894737,-20.1,-3.843373683409229
6886,metricsystem2,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","А вот длиннохоботая муха, которая не получила нектара от мимика, потому что мимик не дает ей никакого нектара. Она думала, что получит немного.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",56.52173913043478,-10.0,-1.617989000894409
6887,metricsystem3,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","А вот длиннохвостая муха, которая не получила ни одного нектара от мимики, потому что мимика не дает ему нектара. Она думала, что получит его.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",37.5,-15.0,-2.719664586297785
6888,metricsystem4,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","А вот длиннохвостая муха, которая не получила от мимика никакого нектара, потому что мимик не дает ей нектара.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",-11.111111111111114,-20.0,-3.8213401717011606
6889,metricsystem5,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","А вот длиннозубая муха, которая не получила никакого нектара от мимика, потому что мимик не дает ей никакого нектара Она думала, что получит немного.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",33.33333333333334,-15.1,-2.7416980980058523
6890,ref.A,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",100.0,-0.0,0.5853621699123431
6891,Online-W,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","А вот муха с длинным хоботком, которая не получила нектар от имитатора, потому что имитатор не дает ей нектар. Она думала, что получит.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",100.0,-0.0,0.5853621699123431
6892,Facebook-AI,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","И вот муха с длинным хоботом, которая не получила никакого нектара от подражателя, потому что подражатель не дает ей никакого нектара.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",100.0,-0.0,0.5853621699123431
6893,Online-B,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","А вот длиннохоботая муха, которая не получила нектара от мимика, потому что мимик не дает ей никакого нектара. Он думал, что получит.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",54.54545454545455,-10.0,-1.617989000894409
6894,Online-G,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","А вот муха с длинным хоботком, которая не получила никакого нектара от мимика, потому что мимик не дает ей никакого нектара. Он думал, что получит немного.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",61.53846153846153,-10.0,-1.617989000894409
6895,Nemo,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","А вот длинноствольная муха, которая не получила нектара от мимики, потому что мимика не дает ей нектара, она думала, что получит его.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",31.81818181818183,-15.0,-2.719664586297785
6896,Online-A,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","А вот и длинношоковая муха, которая не получила никакого нектара от мимики, потому что мимика не дает ей никакого нектара. Он думал, что получит некоторые.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",20.0,-20.0,-3.8213401717011606
6897,Manifold,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","А вот длиннохоботная муха, которая не получила никакого нектара от мимики, потому что мимика не дает ей никакого нектара.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",21.05263157894737,-15.0,-2.719664586297785
6898,NiuTrans,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","И вот длиннозондированная муха, которая не получила никакого нектара от мимики, потому что мимика не дает ей никакого нектара.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",15.789473684210536,-16.0,-2.93999970337846
6899,Online-Y,tedtalk-6,45,-1,"And here is the long-probosced fly that has not gotten any nectar from the mimic, because the mimic doesn't give it any nectar. It thought it would get some.","А вот уже давно пробоснутая муха, которая не получила из мимики ни одного нектара, потому что мимика не дает ей нектара. Он думал, что у него получится немного.","А вот и длиннохоботковая муха, которой не досталось ни капли нектара от подделки. Потому что подражающее растение не дало ей нисколько. Она думала, что ей что-то достанется.",-7.142857142857139,-30.0,-6.0246913425079125
6900,metricsystem1,tedtalk-6,46,-1,"So not only has the fly not got the nectar from the mimic plant, it's also -- if you look very closely just at the head end, you can see that it's got a bit of pollen that it would be transmitting to another plant, if only some botanist hadn't come along and stuck it to a blue piece of card.","Таким образом, муха не только не получила нектар от мимического растения, но и - если вы внимательно посмотрите только на головной конец, вы увидите, что у него есть немного пыльцы, которую она передала бы другому растению, если бы какой-нибудь ботаник не прилепил ее к синему листу картона.","Но муха не только не получила нектара от растения-подделки, но и — если приблизить - в районе нижней части головы, прихватила немного пыльцы, которую она перенесёт на другое растение, если только не появится какой-нибудь ботаник и не приколет её на голубенькую картонку.",78.26086956521739,-10.0,-1.617989000894409
6901,metricsystem2,tedtalk-6,46,-1,"So not only has the fly not got the nectar from the mimic plant, it's also -- if you look very closely just at the head end, you can see that it's got a bit of pollen that it would be transmitting to another plant, if only some botanist hadn't come along and stuck it to a blue piece of card.","Таким образом, муха не только не получила нектар от мимического растения, но еще и - если вы внимательно посмотрите только на головной конец, вы увидите, что у нее есть немного пыльцы, которую она передала бы другому растению, если бы какой-нибудь ботаник не пришел и не прикрепил ее к синей карточке.","Но муха не только не получила нектара от растения-подделки, но и — если приблизить - в районе нижней части головы, прихватила немного пыльцы, которую она перенесёт на другое растение, если только не появится какой-нибудь ботаник и не приколет её на голубенькую картонку.",89.79591836734693,-5.0,-0.5163134154910328
6902,metricsystem3,tedtalk-6,46,-1,"So not only has the fly not got the nectar from the mimic plant, it's also -- if you look very closely just at the head end, you can see that it's got a bit of pollen that it would be transmitting to another plant, if only some botanist hadn't come along and stuck it to a blue piece of card.","Таким образом, муха не только не получила нектар от мимического растения, но также - если вы посмотрите очень внимательно только на головном конце, вы можете увидеть, что у нее есть немного пыльцы, которую она передает на другое растение, если бы только какой-то ботаник не пришел и не прилепил ее к синему листу карты.","Но муха не только не получила нектара от растения-подделки, но и — если приблизить - в районе нижней части головы, прихватила немного пыльцы, которую она перенесёт на другое растение, если только не появится какой-нибудь ботаник и не приколет её на голубенькую картонку.",42.30769230769232,-30.0,-6.0246913425079125
6903,metricsystem4,tedtalk-6,46,-1,"So not only has the fly not got the nectar from the mimic plant, it's also -- if you look very closely just at the head end, you can see that it's got a bit of pollen that it would be transmitting to another plant, if only some botanist hadn't come along and stuck it to a blue piece of card.","Таким образом, муха не только не получила нектар от мимического растения, но и - если вы посмотрите очень внимательно только на головной конец, вы увидите, что у нее есть немного пыльцы, которую она передала бы другому растению, если бы только какой-нибудь ботаник не приклеил ее к синему куску картона.","Но муха не только не получила нектара от растения-подделки, но и — если приблизить - в районе нижней части головы, прихватила немного пыльцы, которую она перенесёт на другое растение, если только не появится какой-нибудь ботаник и не приколет её на голубенькую картонку.",47.91666666666666,-25.0,-4.923015757104537
6904,metricsystem5,tedtalk-6,46,-1,"So not only has the fly not got the nectar from the mimic plant, it's also -- if you look very closely just at the head end, you can see that it's got a bit of pollen that it would be transmitting to another plant, if only some botanist hadn't come along and stuck it to a blue piece of card.","Так что не только муха не получила нектар от растения-имитатора, это также - если вы посмотрите очень внимательно только на головной конец, вы можете увидеть, что у него есть немного пыльцы, которую он передавал бы другому растению, если бы только какой-то ботаник не пришел и не приклеил его к синему кусочку карты.","Но муха не только не получила нектара от растения-подделки, но и — если приблизить - в районе нижней части головы, прихватила немного пыльцы, которую она перенесёт на другое растение, если только не появится какой-нибудь ботаник и не приколет её на голубенькую картонку.",50.98039215686275,-25.0,-4.923015757104537
6905,ref.A,tedtalk-6,46,-1,"So not only has the fly not got the nectar from the mimic plant, it's also -- if you look very closely just at the head end, you can see that it's got a bit of pollen that it would be transmitting to another plant, if only some botanist hadn't come along and stuck it to a blue piece of card.","Но муха не только не получила нектара от растения-подделки, но и — если приблизить - в районе нижней части головы, прихватила немного пыльцы, которую она перенесёт на другое растение, если только не появится какой-нибудь ботаник и не приколет её на голубенькую картонку.","Но муха не только не получила нектара от растения-подделки, но и — если приблизить - в районе нижней части головы, прихватила немного пыльцы, которую она перенесёт на другое растение, если только не появится какой-нибудь ботаник и не приколет её на голубенькую картонку.",100.0,-0.0,0.5853621699123431
6906,Online-W,tedtalk-6,46,-1,"So not only has the fly not got the nectar from the mimic plant, it's also -- if you look very closely just at the head end, you can see that it's got a bit of pollen that it would be transmitting to another plant, if only some botanist hadn't come along and stuck it to a blue piece of card.","Поэтому муха не только не получила нектар с растения-мимика, но и - если вы посмотрите очень внимательно на головную часть, то увидите, что на ней есть немного пыльцы, которую она передала бы другому растению, если бы только какой-нибудь ботаник не пришел и не приклеил ее к синему листку открытки.","Но муха не только не получила нектара от растения-подделки, но и — если приблизить - в районе нижней части головы, прихватила немного пыльцы, которую она перенесёт на другое растение, если только не появится какой-нибудь ботаник и не приколет её на голубенькую картонку.",79.16666666666666,-10.0,-1.617989000894409
6907,Facebook-AI,tedtalk-6,46,-1,"So not only has the fly not got the nectar from the mimic plant, it's also -- if you look very closely just at the head end, you can see that it's got a bit of pollen that it would be transmitting to another plant, if only some botanist hadn't come along and stuck it to a blue piece of card.","Таким образом, муха не только не получила нектар от подражающего растения, но также - если вы посмотрите очень внимательно только на головной конец, вы можете увидеть, что у нее есть немного пыльцы, которую она передала бы другому растению, если бы только какой-то ботаник не пришел и не приклеил ее к синей карточке.","Но муха не только не получила нектара от растения-подделки, но и — если приблизить - в районе нижней части головы, прихватила немного пыльцы, которую она перенесёт на другое растение, если только не появится какой-нибудь ботаник и не приколет её на голубенькую картонку.",100.0,-0.0,0.5853621699123431
6908,Online-B,tedtalk-6,46,-1,"So not only has the fly not got the nectar from the mimic plant, it's also -- if you look very closely just at the head end, you can see that it's got a bit of pollen that it would be transmitting to another plant, if only some botanist hadn't come along and stuck it to a blue piece of card.","Таким образом, муха не только не получила нектара от мимического растения, но еще и - если вы внимательно посмотрите только на головной конец, вы увидите, что у нее есть немного пыльцы, которую она передала бы другому растению, если только не пришел какой-то ботаник и не приклеил его к синей карточке.","Но муха не только не получила нектара от растения-подделки, но и — если приблизить - в районе нижней части головы, прихватила немного пыльцы, которую она перенесёт на другое растение, если только не появится какой-нибудь ботаник и не приколет её на голубенькую картонку.",100.0,-0.0,0.5853621699123431
6909,Online-G,tedtalk-6,46,-1,"So not only has the fly not got the nectar from the mimic plant, it's also -- if you look very closely just at the head end, you can see that it's got a bit of pollen that it would be transmitting to another plant, if only some botanist hadn't come along and stuck it to a blue piece of card.","Таким образом, муха не только не получила нектар от растения-мимика, но и ... если вы очень внимательно посмотрите только на головной конец, вы увидите, что у нее есть немного пыльцы, которую она передала бы другому растению, если бы только какой-нибудь ботаник не пришел и не приклеил ее к синей карточке.","Но муха не только не получила нектара от растения-подделки, но и — если приблизить - в районе нижней части головы, прихватила немного пыльцы, которую она перенесёт на другое растение, если только не появится какой-нибудь ботаник и не приколет её на голубенькую картонку.",97.95918367346935,-0.1,0.5633286582042756
6910,Nemo,tedtalk-6,46,-1,"So not only has the fly not got the nectar from the mimic plant, it's also -- if you look very closely just at the head end, you can see that it's got a bit of pollen that it would be transmitting to another plant, if only some botanist hadn't come along and stuck it to a blue piece of card.","Так что муха не только не получила нектар от мимического растения, но и - если вы очень внимательно посмотрите на головной конец, вы увидите, что у нее есть немного пыльцы, которую она передала бы другому растению, если бы только какой-то ботаник не пришел и не приклеил ее к голубой карточке.","Но муха не только не получила нектара от растения-подделки, но и — если приблизить - в районе нижней части головы, прихватила немного пыльцы, которую она перенесёт на другое растение, если только не появится какой-нибудь ботаник и не приколет её на голубенькую картонку.",97.95918367346935,-0.1,0.5633286582042756
6911,Online-A,tedtalk-6,46,-1,"So not only has the fly not got the nectar from the mimic plant, it's also -- if you look very closely just at the head end, you can see that it's got a bit of pollen that it would be transmitting to another plant, if only some botanist hadn't come along and stuck it to a blue piece of card.","Таким образом, муха не только не получила нектар из мимикого растения, но и - если вы посмотрите очень внимательно только на головной конец, вы увидите, что у нее есть немного пыльцы, которую она передавала бы другому растению, если бы только какой-то ботаник не пришел и не приклеил его к синему куску карты.","Но муха не только не получила нектара от растения-подделки, но и — если приблизить - в районе нижней части головы, прихватила немного пыльцы, которую она перенесёт на другое растение, если только не появится какой-нибудь ботаник и не приколет её на голубенькую картонку.",70.58823529411767,-15.0,-2.719664586297785
6912,Manifold,tedtalk-6,46,-1,"So not only has the fly not got the nectar from the mimic plant, it's also -- if you look very closely just at the head end, you can see that it's got a bit of pollen that it would be transmitting to another plant, if only some botanist hadn't come along and stuck it to a blue piece of card.","Так что муха не только не получила нектар от мимического растения, но и - если вы посмотрите очень внимательно только на головной конец, вы можете увидеть, что у нее есть немного пыльцы, которую она передала бы другому растению, если бы только какой-то ботаник не подошел и не приклеил ее к синему куску карты.","Но муха не только не получила нектара от растения-подделки, но и — если приблизить - в районе нижней части головы, прихватила немного пыльцы, которую она перенесёт на другое растение, если только не появится какой-нибудь ботаник и не приколет её на голубенькую картонку.",90.3846153846154,-5.0,-0.5163134154910328
