,system,doc,doc_id,seg_id,rater,src,mt,ref,score,zscore
6741,eTranslation,voa-en.100681,3,519,rater1,"Three moving trucks were seen entering the building compound, while uniformed and plainclothes police lined both sides of the street, which were lined with metal barriers.","Drei fahrende Lastwagen wurden gesehen, die das Gebäudegelände betraten, während uniformierte und Zivilpolizisten beide Seiten der Straße säumten, die mit Metallbarrieren gesäumt waren.","Drei Umzugslaster fuhren in den Gebäudekomplex, während uniformierte Polizisten und Zivilfahnder beide Straßenseiten säumten, die mit Metallbarrieren abgesperrt waren.",0,0.31342974724568423
6742,metricsystem1,voa-en.100681,3,519,rater9,"Three moving trucks were seen entering the building compound, while uniformed and plainclothes police lined both sides of the street, which were lined with metal barriers.","Drei fahrende Lastwagen wurden gesehen, wie sie das Gebäudegelände betraten, während uniformierte und in Zivil gekleidete Polizisten beide Seiten der Straße säumten, die mit Metallbarrieren gesäumt waren.","Drei Umzugslaster fuhren in den Gebäudekomplex, während uniformierte Polizisten und Zivilfahnder beide Straßenseiten säumten, die mit Metallbarrieren abgesperrt waren.",-8,-2.1749223310075227
6743,metricsystem2,voa-en.100681,3,519,rater2,"Three moving trucks were seen entering the building compound, while uniformed and plainclothes police lined both sides of the street, which were lined with metal barriers.","Drei fahrende Lastwagen betraten das Gebäude, während uniformierte Polizisten in Zivil beide Straßenseiten säumten, die mit Metallbarrieren gesäumt waren.","Drei Umzugslaster fuhren in den Gebäudekomplex, während uniformierte Polizisten und Zivilfahnder beide Straßenseiten säumten, die mit Metallbarrieren abgesperrt waren.",0,0.5824308458428316
6744,metricsystem3,voa-en.100681,3,519,rater4,"Three moving trucks were seen entering the building compound, while uniformed and plainclothes police lined both sides of the street, which were lined with metal barriers.","Drei sich bewegende Lastwagen betraten das Gebäude, während uniformierte Polizisten und Zivilpolizisten beide Seiten der Straße säumten, die mit Metallbarrieren ausgekleidet waren.","Drei Umzugslaster fuhren in den Gebäudekomplex, während uniformierte Polizisten und Zivilfahnder beide Straßenseiten säumten, die mit Metallbarrieren abgesperrt waren.",-6,-1.7911594381488625
6745,metricsystem4,voa-en.100681,3,519,rater1,"Three moving trucks were seen entering the building compound, while uniformed and plainclothes police lined both sides of the street, which were lined with metal barriers.","Drei fahrende Lastwagen wurden gesehen, wie sie das Gebäudegelände betraten, während uniformierte und Zivilpolizisten beide Seiten der Straße säumten, die mit Metallbarrieren gesäumt waren.","Drei Umzugslaster fuhren in den Gebäudekomplex, während uniformierte Polizisten und Zivilfahnder beide Straßenseiten säumten, die mit Metallbarrieren abgesperrt waren.",0,0.31342974724568423
6746,metricsystem5,voa-en.100681,3,519,rater2,"Three moving trucks were seen entering the building compound, while uniformed and plainclothes police lined both sides of the street, which were lined with metal barriers.","Drei Umzugswagen wurden beim Betreten des Gebäudegeländes gesehen, während Polizisten in Uniform und Zivil beide Seiten der Straße säumten, die mit Metallbarrieren gesäumt waren.","Drei Umzugslaster fuhren in den Gebäudekomplex, während uniformierte Polizisten und Zivilfahnder beide Straßenseiten säumten, die mit Metallbarrieren abgesperrt waren.",0,0.5824308458428316
6747,Facebook-AI,voa-en.100681,4,520,rater4,"The editor of China's Global Times tabloid tweeted that the U.S. consulate in Chengdu was given 72 hours to close, or until 10 a.m. (0200GMT) Monday, July 27.","Der Herausgeber der chinesischen Boulevardzeitung Global Times twitterte, dass das US-Konsulat in Chengdu 72 Stunden Zeit habe, um zu schließen, oder bis Montag, den 27. Juli, 10 Uhr (0200GMT).","Der Redakteur der chinesischen Tageszeitung Global Times twitterte, das US-Konsulat in Chengdu müsse innerhalb von 72 Stunden schließen, bzw. bis 10 Uhr (02:00 GMT) am Montag, den 27. Juli.",-2,-0.1320532753958637
6748,HuaweiTSC,voa-en.100681,4,520,rater4,"The editor of China's Global Times tabloid tweeted that the U.S. consulate in Chengdu was given 72 hours to close, or until 10 a.m. (0200GMT) Monday, July 27.","Der Herausgeber der chinesischen Boulevardzeitung Global Times twitterte, dass das US-Konsulat in Chengdu 72 Stunden Zeit habe, um zu schließen, oder bis 10 Uhr (0200GMT) Montag, den 27. Juli.","Der Redakteur der chinesischen Tageszeitung Global Times twitterte, das US-Konsulat in Chengdu müsse innerhalb von 72 Stunden schließen, bzw. bis 10 Uhr (02:00 GMT) am Montag, den 27. Juli.",-2.1,-0.1735309294646887
6749,Nemo,voa-en.100681,4,520,rater2,"The editor of China's Global Times tabloid tweeted that the U.S. consulate in Chengdu was given 72 hours to close, or until 10 a.m. (0200GMT) Monday, July 27.","Der Herausgeber der chinesischen Boulevardzeitung Global Times twitterte, dass dem US-Konsulat in Chengdu 72 Stunden Zeit gegeben wurde, um zu schließen, oder bis 10 Uhr (0200 GMT) am Montag, den 27. Juli.","Der Redakteur der chinesischen Tageszeitung Global Times twitterte, das US-Konsulat in Chengdu müsse innerhalb von 72 Stunden schließen, bzw. bis 10 Uhr (02:00 GMT) am Montag, den 27. Juli.",0,0.5824308458428316
6750,Online-W,voa-en.100681,4,520,rater1,"The editor of China's Global Times tabloid tweeted that the U.S. consulate in Chengdu was given 72 hours to close, or until 10 a.m. (0200GMT) Monday, July 27.","Der Herausgeber der chinesischen Boulevardzeitung Global Times twitterte, dass dem US-Konsulat in Chengdu 72 Stunden Zeit gegeben wurde, um zu schließen, oder bis Montag, 27. Juli, 10 Uhr morgens (0200GMT).","Der Redakteur der chinesischen Tageszeitung Global Times twitterte, das US-Konsulat in Chengdu müsse innerhalb von 72 Stunden schließen, bzw. bis 10 Uhr (02:00 GMT) am Montag, den 27. Juli.",0,0.31342974724568423
6751,UEdin,voa-en.100681,4,520,rater1,"The editor of China's Global Times tabloid tweeted that the U.S. consulate in Chengdu was given 72 hours to close, or until 10 a.m. (0200GMT) Monday, July 27.","Der Chefredakteur der chinesischen Boulevardzeitung Global Times twitterte, dass dem US-Konsulat in Chengdu 72 Stunden Zeit gegeben wurde, um zu schließen, oder bis 10 Uhr morgens. (0200GMT) Montag, 27. Juli.","Der Redakteur der chinesischen Tageszeitung Global Times twitterte, das US-Konsulat in Chengdu müsse innerhalb von 72 Stunden schließen, bzw. bis 10 Uhr (02:00 GMT) am Montag, den 27. Juli.",0,0.31342974724568423
6752,VolcTrans-AT,voa-en.100681,4,520,rater2,"The editor of China's Global Times tabloid tweeted that the U.S. consulate in Chengdu was given 72 hours to close, or until 10 a.m. (0200GMT) Monday, July 27.","Der Herausgeber der chinesischen Boulevardzeitung Global Times twitterte, dass das US-Konsulat in Chengdu am Montag, 27. Juli, 72 Stunden bis zur Schließung, also bis 10 Uhr (0200GMT), Zeit habe.","Der Redakteur der chinesischen Tageszeitung Global Times twitterte, das US-Konsulat in Chengdu müsse innerhalb von 72 Stunden schließen, bzw. bis 10 Uhr (02:00 GMT) am Montag, den 27. Juli.",0,0.5824308458428316
6753,VolcTrans-GLAT,voa-en.100681,4,520,rater12,"The editor of China's Global Times tabloid tweeted that the U.S. consulate in Chengdu was given 72 hours to close, or until 10 a.m. (0200GMT) Monday, July 27.","Der Herausgeber der chinesischen Boulevardzeitung Global Times twitterte, dass dem US-Konsulat in Chengdu 72 Stunden Zeit gegeben wurde, um zu schließen, oder bis 10 Uhr morgens (0200GMT) am Montag, 27. Juli.","Der Redakteur der chinesischen Tageszeitung Global Times twitterte, das US-Konsulat in Chengdu müsse innerhalb von 72 Stunden schließen, bzw. bis 10 Uhr (02:00 GMT) am Montag, den 27. Juli.",-1,0.32786813318852326
6754,eTranslation,voa-en.100681,4,520,rater1,"The editor of China's Global Times tabloid tweeted that the U.S. consulate in Chengdu was given 72 hours to close, or until 10 a.m. (0200GMT) Monday, July 27.","Der Herausgeber der chinesischen Boulevardzeitung Global Times twitterte, dass dem US-Konsulat in Chengdu 72 Stunden Zeit gegeben wurden, um zu schließen, oder bis Montag, 27. Juli, 10.00 Uhr (0200 GMT).","Der Redakteur der chinesischen Tageszeitung Global Times twitterte, das US-Konsulat in Chengdu müsse innerhalb von 72 Stunden schließen, bzw. bis 10 Uhr (02:00 GMT) am Montag, den 27. Juli.",0,0.31342974724568423
6755,metricsystem1,voa-en.100681,4,520,rater9,"The editor of China's Global Times tabloid tweeted that the U.S. consulate in Chengdu was given 72 hours to close, or until 10 a.m. (0200GMT) Monday, July 27.","Der Herausgeber der chinesischen Boulevardzeitung Global Times twitterte, dass dem US-Konsulat in Chengdu 72 Stunden Zeit gegeben wurde, um zu schließen, oder bis Montag, 27. Juli, 10 Uhr (0200 GMT).","Der Redakteur der chinesischen Tageszeitung Global Times twitterte, das US-Konsulat in Chengdu müsse innerhalb von 72 Stunden schließen, bzw. bis 10 Uhr (02:00 GMT) am Montag, den 27. Juli.",-3,-0.3278900763803417
6756,metricsystem2,voa-en.100681,4,520,rater2,"The editor of China's Global Times tabloid tweeted that the U.S. consulate in Chengdu was given 72 hours to close, or until 10 a.m. (0200GMT) Monday, July 27.","Der Herausgeber der chinesischen Boulevardzeitung Global Times twitterte, dass das US-Konsulat in Chengdu 72 Stunden Zeit habe, um zu schließen, oder bis Montag, den 27. Juli, um 10 Uhr morgens (0200 GMT).","Der Redakteur der chinesischen Tageszeitung Global Times twitterte, das US-Konsulat in Chengdu müsse innerhalb von 72 Stunden schließen, bzw. bis 10 Uhr (02:00 GMT) am Montag, den 27. Juli.",0,0.5824308458428316
6757,metricsystem3,voa-en.100681,4,520,rater4,"The editor of China's Global Times tabloid tweeted that the U.S. consulate in Chengdu was given 72 hours to close, or until 10 a.m. (0200GMT) Monday, July 27.","Der Herausgeber der chinesischen Boulevardzeitung Global Times twitterte, dass das US-Konsulat in Chengdu am Montag, den 27. Juli, eine Frist von 72 Stunden bis 10 Uhr (02:00 GMT) habe.","Der Redakteur der chinesischen Tageszeitung Global Times twitterte, das US-Konsulat in Chengdu müsse innerhalb von 72 Stunden schließen, bzw. bis 10 Uhr (02:00 GMT) am Montag, den 27. Juli.",-6,-1.7911594381488625
6758,metricsystem4,voa-en.100681,4,520,rater1,"The editor of China's Global Times tabloid tweeted that the U.S. consulate in Chengdu was given 72 hours to close, or until 10 a.m. (0200GMT) Monday, July 27.","Der Herausgeber der chinesischen Boulevardzeitung Global Times twitterte, dass dem US-Konsulat in Chengdu 72 Stunden Zeit gegeben wurde, um zu schließen, oder bis Montag, 27. Juli, 10 Uhr (0200 GMT).","Der Redakteur der chinesischen Tageszeitung Global Times twitterte, das US-Konsulat in Chengdu müsse innerhalb von 72 Stunden schließen, bzw. bis 10 Uhr (02:00 GMT) am Montag, den 27. Juli.",0,0.31342974724568423
6759,metricsystem5,voa-en.100681,4,520,rater2,"The editor of China's Global Times tabloid tweeted that the U.S. consulate in Chengdu was given 72 hours to close, or until 10 a.m. (0200GMT) Monday, July 27.","Der Herausgeber der chinesischen Boulevardzeitung Global Times twitterte, dass dem US-Konsulat in Chengdu 72 Stunden Zeit gegeben wurde, um zu schließen, oder bis 10 Uhr (0200GMT) am Montag, dem 27. Juli.","Der Redakteur der chinesischen Tageszeitung Global Times twitterte, das US-Konsulat in Chengdu müsse innerhalb von 72 Stunden schließen, bzw. bis 10 Uhr (02:00 GMT) am Montag, den 27. Juli.",0,0.5824308458428316
6760,Facebook-AI,voa-en.100681,5,521,rater4,"China charged that some personnel at the Chengdu consulate were ""conducting activities not in line with their identities.""","China warf einigen Mitarbeitern des Konsulats in Chengdu vor, „Aktivitäten durchzuführen, die nicht ihrer Identität entsprechen“.","China hatte die Anschuldigung erhoben, dass Mitarbeiter im Konsulat in Chengdu „Aktivitäten ausführten, die nicht zu ihrer Identität passten“.",-5,-1.3763828974606127
6761,HuaweiTSC,voa-en.100681,5,521,rater4,"China charged that some personnel at the Chengdu consulate were ""conducting activities not in line with their identities.""","China beschuldigte, dass einige Mitarbeiter des Konsulats in Chengdu „Aktivitäten durchführten, die nicht ihrer Identität entsprachen“.","China hatte die Anschuldigung erhoben, dass Mitarbeiter im Konsulat in Chengdu „Aktivitäten ausführten, die nicht zu ihrer Identität passten“.",-6,-1.7911594381488625
6762,Nemo,voa-en.100681,5,521,rater2,"China charged that some personnel at the Chengdu consulate were ""conducting activities not in line with their identities.""","China beschuldigte einige Mitarbeiter des Konsulats in Chengdu, „Aktivitäten durchzuführen, die nicht im Einklang mit ihrer Identität stehen“.","China hatte die Anschuldigung erhoben, dass Mitarbeiter im Konsulat in Chengdu „Aktivitäten ausführten, die nicht zu ihrer Identität passten“.",0,0.5824308458428316
6763,Online-W,voa-en.100681,5,521,rater1,"China charged that some personnel at the Chengdu consulate were ""conducting activities not in line with their identities.""","China beschuldigte einige Mitarbeiter des Konsulats in Chengdu, ""Aktivitäten durchzuführen, die nicht mit ihrer Identität übereinstimmen.""","China hatte die Anschuldigung erhoben, dass Mitarbeiter im Konsulat in Chengdu „Aktivitäten ausführten, die nicht zu ihrer Identität passten“.",0,0.31342974724568423
6764,UEdin,voa-en.100681,5,521,rater1,"China charged that some personnel at the Chengdu consulate were ""conducting activities not in line with their identities.""","China klagte an, dass einige Mitarbeiter des Chengdu-Konsulats „Aktivitäten durchführten, die nicht mit ihrer Identität übereinstimmten“.","China hatte die Anschuldigung erhoben, dass Mitarbeiter im Konsulat in Chengdu „Aktivitäten ausführten, die nicht zu ihrer Identität passten“.",0,0.31342974724568423
6765,VolcTrans-AT,voa-en.100681,5,521,rater2,"China charged that some personnel at the Chengdu consulate were ""conducting activities not in line with their identities.""","China beschuldigte, dass einige Mitarbeiter des Konsulats in Chengdu „Aktivitäten durchführten, die nicht mit ihrer Identität übereinstimmten“.","China hatte die Anschuldigung erhoben, dass Mitarbeiter im Konsulat in Chengdu „Aktivitäten ausführten, die nicht zu ihrer Identität passten“.",0,0.5824308458428316
6766,VolcTrans-GLAT,voa-en.100681,5,521,rater12,"China charged that some personnel at the Chengdu consulate were ""conducting activities not in line with their identities.""","China beschuldigte einige Mitarbeiter des Konsulats in Chengdu, „Aktivitäten durchzuführen, die nicht mit ihrer Identität übereinstimmen.“","China hatte die Anschuldigung erhoben, dass Mitarbeiter im Konsulat in Chengdu „Aktivitäten ausführten, die nicht zu ihrer Identität passten“.",-5,-1.0443636295871568
6767,eTranslation,voa-en.100681,5,521,rater1,"China charged that some personnel at the Chengdu consulate were ""conducting activities not in line with their identities.""","China beschuldigte einige Mitarbeiter des Konsulats in Chengdu, „Aktivitäten durchzuführen, die nicht mit ihrer Identität übereinstimmen“.","China hatte die Anschuldigung erhoben, dass Mitarbeiter im Konsulat in Chengdu „Aktivitäten ausführten, die nicht zu ihrer Identität passten“.",0,0.31342974724568423
6768,metricsystem1,voa-en.100681,5,521,rater9,"China charged that some personnel at the Chengdu consulate were ""conducting activities not in line with their identities.""","China warf einigen Mitarbeitern des Konsulats in Chengdu vor, ""Aktivitäten durchzuführen, die nicht ihrer Identität entsprechen"".","China hatte die Anschuldigung erhoben, dass Mitarbeiter im Konsulat in Chengdu „Aktivitäten ausführten, die nicht zu ihrer Identität passten“.",-1,0.4109228254705306
6769,metricsystem2,voa-en.100681,5,521,rater2,"China charged that some personnel at the Chengdu consulate were ""conducting activities not in line with their identities.""","China beschuldigte einige Mitarbeiter des Chengdu-Konsulats, ""Aktivitäten durchzuführen, die nicht ihrer Identität entsprechen"".","China hatte die Anschuldigung erhoben, dass Mitarbeiter im Konsulat in Chengdu „Aktivitäten ausführten, die nicht zu ihrer Identität passten“.",-10,-1.5649584484182744
6770,metricsystem3,voa-en.100681,5,521,rater4,"China charged that some personnel at the Chengdu consulate were ""conducting activities not in line with their identities.""","China beschuldigte einige Mitarbeiter des Chengdu-Konsulats, ""Aktivitäten durchgeführt zu haben, die nicht ihren Identitäten entsprachen"".","China hatte die Anschuldigung erhoben, dass Mitarbeiter im Konsulat in Chengdu „Aktivitäten ausführten, die nicht zu ihrer Identität passten“.",-6,-1.7911594381488625
6771,metricsystem4,voa-en.100681,5,521,rater1,"China charged that some personnel at the Chengdu consulate were ""conducting activities not in line with their identities.""","China beschuldigte einige Mitarbeiter des Konsulats in Chengdu, ""Aktivitäten durchzuführen, die nicht ihrer Identität entsprechen"".","China hatte die Anschuldigung erhoben, dass Mitarbeiter im Konsulat in Chengdu „Aktivitäten ausführten, die nicht zu ihrer Identität passten“.",0,0.31342974724568423
6772,metricsystem5,voa-en.100681,5,521,rater2,"China charged that some personnel at the Chengdu consulate were ""conducting activities not in line with their identities.""","China beschuldigte, dass einige Mitarbeiter des Konsulats von Chengdu “Aktivitäten durchführten, die nicht mit ihrer Identität übereinstimmen”.","China hatte die Anschuldigung erhoben, dass Mitarbeiter im Konsulat in Chengdu „Aktivitäten ausführten, die nicht zu ihrer Identität passten“.",0,0.5824308458428316
6773,Facebook-AI,voa-en.100681,6,522,rater4,"Without giving any details, Chinese Ministry of Foreign Affairs spokesman, Wang Wenbin said such activity had interfered in China's affairs and harmed its security interests.","Ohne Einzelheiten zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, solche Aktivitäten hätten sich in die Angelegenheiten Chinas eingemischt und seinen Sicherheitsinteressen geschadet.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten die Angelegenheiten Chinas behindert und seinen Sicherheitsinteressen geschadet hätten.",-1,0.282723265292386
6774,HuaweiTSC,voa-en.100681,6,522,rater4,"Without giving any details, Chinese Ministry of Foreign Affairs spokesman, Wang Wenbin said such activity had interfered in China's affairs and harmed its security interests.","Der Sprecher des chinesischen Außenministeriums, Wang Wenbin, sagte, dass sich solche Aktivitäten in Chinas Angelegenheiten eingemischt und seinen Sicherheitsinteressen geschadet hätten.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten die Angelegenheiten Chinas behindert und seinen Sicherheitsinteressen geschadet hätten.",-1,0.282723265292386
6775,Nemo,voa-en.100681,6,522,rater2,"Without giving any details, Chinese Ministry of Foreign Affairs spokesman, Wang Wenbin said such activity had interfered in China's affairs and harmed its security interests.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, solche Aktivitäten hätten sich in die Angelegenheiten Chinas eingemischt und seinen Sicherheitsinteressen geschadet.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten die Angelegenheiten Chinas behindert und seinen Sicherheitsinteressen geschadet hätten.",-5,-0.4912638012877214
6776,Online-W,voa-en.100681,6,522,rater1,"Without giving any details, Chinese Ministry of Foreign Affairs spokesman, Wang Wenbin said such activity had interfered in China's affairs and harmed its security interests.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten sich in Chinas Angelegenheiten eingemischt und seine Sicherheitsinteressen geschädigt hätten.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten die Angelegenheiten Chinas behindert und seinen Sicherheitsinteressen geschadet hätten.",0,0.31342974724568423
6777,UEdin,voa-en.100681,6,522,rater1,"Without giving any details, Chinese Ministry of Foreign Affairs spokesman, Wang Wenbin said such activity had interfered in China's affairs and harmed its security interests.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten sich in Chinas Angelegenheiten eingemischt und seinen Sicherheitsinteressen geschadet hätten.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten die Angelegenheiten Chinas behindert und seinen Sicherheitsinteressen geschadet hätten.",0,0.31342974724568423
6778,VolcTrans-AT,voa-en.100681,6,522,rater2,"Without giving any details, Chinese Ministry of Foreign Affairs spokesman, Wang Wenbin said such activity had interfered in China's affairs and harmed its security interests.","Ohne irgendwelche Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass sich solche Aktivitäten in Chinas Angelegenheiten eingemischt und seinen Sicherheitsinteressen geschadet hätten.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten die Angelegenheiten Chinas behindert und seinen Sicherheitsinteressen geschadet hätten.",0,0.5824308458428316
6779,VolcTrans-GLAT,voa-en.100681,6,522,rater12,"Without giving any details, Chinese Ministry of Foreign Affairs spokesman, Wang Wenbin said such activity had interfered in China's affairs and harmed its security interests.","Ohne Einzelheiten zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass sich solche Aktivitäten in die Angelegenheiten Chinas eingemischt und seine Sicherheitsinteressen geschädigt hätten.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten die Angelegenheiten Chinas behindert und seinen Sicherheitsinteressen geschadet hätten.",-1,0.32786813318852326
6780,eTranslation,voa-en.100681,6,522,rater1,"Without giving any details, Chinese Ministry of Foreign Affairs spokesman, Wang Wenbin said such activity had interfered in China's affairs and harmed its security interests.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass sich solche Aktivitäten in Chinas Angelegenheiten eingemischt und seine Sicherheitsinteressen verletzt hätten.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten die Angelegenheiten Chinas behindert und seinen Sicherheitsinteressen geschadet hätten.",0,0.31342974724568423
6781,metricsystem1,voa-en.100681,6,522,rater9,"Without giving any details, Chinese Ministry of Foreign Affairs spokesman, Wang Wenbin said such activity had interfered in China's affairs and harmed its security interests.","Ohne nähere Angaben zu machen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, solche Aktivitäten hätten sich in Chinas Angelegenheiten eingemischt und seinen Sicherheitsinteressen geschadet.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten die Angelegenheiten Chinas behindert und seinen Sicherheitsinteressen geschadet hätten.",-1,0.4109228254705306
6782,metricsystem2,voa-en.100681,6,522,rater2,"Without giving any details, Chinese Ministry of Foreign Affairs spokesman, Wang Wenbin said such activity had interfered in China's affairs and harmed its security interests.","Ohne Angaben zu machen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, solche Aktivitäten hätten sich in Chinas Angelegenheiten eingemischt und seine Sicherheitsinteressen verletzt.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten die Angelegenheiten Chinas behindert und seinen Sicherheitsinteressen geschadet hätten.",-5,-0.4912638012877214
6783,metricsystem3,voa-en.100681,6,522,rater4,"Without giving any details, Chinese Ministry of Foreign Affairs spokesman, Wang Wenbin said such activity had interfered in China's affairs and harmed its security interests.","Wang Wenbin, der Sprecher des chinesischen Außenministeriums, gab keine Einzelheiten bekannt und sagte, solche Aktivitäten hätten sich in Chinas Angelegenheiten eingemischt und dessen Sicherheitsinteressen verletzt.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten die Angelegenheiten Chinas behindert und seinen Sicherheitsinteressen geschadet hätten.",-1,0.282723265292386
6784,metricsystem4,voa-en.100681,6,522,rater1,"Without giving any details, Chinese Ministry of Foreign Affairs spokesman, Wang Wenbin said such activity had interfered in China's affairs and harmed its security interests.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, solche Aktivitäten hätten sich in Chinas Angelegenheiten eingemischt und seinen Sicherheitsinteressen geschadet.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten die Angelegenheiten Chinas behindert und seinen Sicherheitsinteressen geschadet hätten.",0,0.31342974724568423
6785,metricsystem5,voa-en.100681,6,522,rater2,"Without giving any details, Chinese Ministry of Foreign Affairs spokesman, Wang Wenbin said such activity had interfered in China's affairs and harmed its security interests.","Ohne Einzelheiten zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten sich in Chinas Angelegenheiten eingemischt und dessen Sicherheitsinteressen geschadet hätten.","Ohne Details zu nennen, sagte der Sprecher des chinesischen Außenministeriums, Wang Wenbin, dass solche Aktivitäten die Angelegenheiten Chinas behindert und seinen Sicherheitsinteressen geschadet hätten.",0,0.5824308458428316
6786,Facebook-AI,voa-en.100681,7,523,rater4,"China's order to close the consulate in Chengdu was issued Friday in retaliation for a U.S. order to close the Chinese consulate in Houston, Texas.","Chinas Anordnung zur Schließung des Konsulats in Chengdu wurde am Freitag als Vergeltung für eine US-Anordnung zur Schließung des chinesischen Konsulats in Houston, Texas, erlassen.","China beschloss die Schließung des Konsulats in Chengdu am Freitag als Vergeltungsmaßnahme für die von den USA angeordnete Schließung des chinesischen Konsulats in Houston, Texas.",0,0.6974998059806357
6787,HuaweiTSC,voa-en.100681,7,523,rater4,"China's order to close the consulate in Chengdu was issued Friday in retaliation for a U.S. order to close the Chinese consulate in Houston, Texas.","Chinas Befehl, das Konsulat in Chengdu zu schließen, wurde am Freitag als Vergeltung für einen US-Befehl zur Schließung des chinesischen Konsulats in Houston, Texas, erlassen.","China beschloss die Schließung des Konsulats in Chengdu am Freitag als Vergeltungsmaßnahme für die von den USA angeordnete Schließung des chinesischen Konsulats in Houston, Texas.",-1,0.282723265292386
6788,Nemo,voa-en.100681,7,523,rater2,"China's order to close the consulate in Chengdu was issued Friday in retaliation for a U.S. order to close the Chinese consulate in Houston, Texas.","Chinas Anordnung, das Konsulat in Chengdu zu schließen, wurde am Freitag als Vergeltung für einen US-Befehl erlassen, das chinesische Konsulat in Houston, Texas, zu schließen.","China beschloss die Schließung des Konsulats in Chengdu am Freitag als Vergeltungsmaßnahme für die von den USA angeordnete Schließung des chinesischen Konsulats in Houston, Texas.",0,0.5824308458428316
6789,Online-W,voa-en.100681,7,523,rater1,"China's order to close the consulate in Chengdu was issued Friday in retaliation for a U.S. order to close the Chinese consulate in Houston, Texas.","Die Anordnung Chinas, das Konsulat in Chengdu zu schließen, wurde am Freitag als Vergeltung für die Anordnung der USA erlassen, das chinesische Konsulat in Houston, Texas, zu schließen.","China beschloss die Schließung des Konsulats in Chengdu am Freitag als Vergeltungsmaßnahme für die von den USA angeordnete Schließung des chinesischen Konsulats in Houston, Texas.",0,0.31342974724568423
6790,UEdin,voa-en.100681,7,523,rater1,"China's order to close the consulate in Chengdu was issued Friday in retaliation for a U.S. order to close the Chinese consulate in Houston, Texas.","Chinas Anordnung, das Konsulat in Chengdu zu schließen, wurde am Freitag als Vergeltung für einen US-Befehl erlassen, das chinesische Konsulat in Houston, Texas, zu schließen.","China beschloss die Schließung des Konsulats in Chengdu am Freitag als Vergeltungsmaßnahme für die von den USA angeordnete Schließung des chinesischen Konsulats in Houston, Texas.",0,0.31342974724568423
6791,VolcTrans-AT,voa-en.100681,7,523,rater2,"China's order to close the consulate in Chengdu was issued Friday in retaliation for a U.S. order to close the Chinese consulate in Houston, Texas.","Chinas Anordnung, das Konsulat in Chengdu zu schließen, wurde am Freitag als Vergeltung für eine US-Anordnung zur Schließung des chinesischen Konsulats in Houston, Texas, herausgegeben.","China beschloss die Schließung des Konsulats in Chengdu am Freitag als Vergeltungsmaßnahme für die von den USA angeordnete Schließung des chinesischen Konsulats in Houston, Texas.",0,0.5824308458428316
6792,VolcTrans-GLAT,voa-en.100681,7,523,rater12,"China's order to close the consulate in Chengdu was issued Friday in retaliation for a U.S. order to close the Chinese consulate in Houston, Texas.","Die Anordnung Chinas, das Konsulat in Chengdu zu schließen, wurde am Freitag als Vergeltung für eine Anordnung der USA, das chinesische Konsulat in Houston, Texas, zu schließen, erlassen.","China beschloss die Schließung des Konsulats in Chengdu am Freitag als Vergeltungsmaßnahme für die von den USA angeordnete Schließung des chinesischen Konsulats in Houston, Texas.",0,0.6709260738824433
